"Dates";"G0";"Ta"
2013-01-01 00:10:00;0;3.26
2013-01-01 01:10:00;0;3.05
2013-01-01 02:10:00;0;3.1
2013-01-01 03:10:00;0;3.25
2013-01-01 04:10:00;0;3.29
2013-01-01 05:10:00;0;3.55
2013-01-01 06:10:00;0;3.54
2013-01-01 07:10:00;0;3.57
2013-01-01 08:10:00;35.22;3.64
2013-01-01 09:10:00;131;4.43
2013-01-01 10:10:00;172;5.94
2013-01-01 11:10:00;230;7.36
2013-01-01 12:10:00;399.01;8.5
2013-01-01 13:10:00;445.01;9.5
2013-01-01 14:10:00;374.01;10.02
2013-01-01 15:10:00;243.01;10.19
2013-01-01 16:10:00;88.01;9.86
2013-01-01 17:10:00;0;8.54
2013-01-01 18:10:00;0;6.98
2013-01-01 19:10:00;0;6.01
2013-01-01 20:10:00;0;4.68
2013-01-01 21:10:00;0;3.38
2013-01-01 22:10:00;0;2.53
2013-01-01 23:10:00;0;1.98
2013-01-02 00:10:00;0;1.86
2013-01-02 01:10:00;0;1.56
2013-01-02 02:10:00;0;1.55
2013-01-02 03:10:00;0;1.59
2013-01-02 04:10:00;0;1.88
2013-01-02 05:10:00;0;1.8
2013-01-02 06:10:00;0;1.7
2013-01-02 07:10:00;0;1.35
2013-01-02 08:10:00;37.46;0.95
2013-01-02 09:10:00;191.01;2.07
2013-01-02 10:10:00;337.01;5.47
2013-01-02 11:10:00;443.01;7.58
2013-01-02 12:10:00;483.02;8.84
2013-01-02 13:10:00;408.01;9.36
2013-01-02 14:10:00;360.01;9.57
2013-01-02 15:10:00;236.01;9.69
2013-01-02 16:10:00;83;9.13
2013-01-02 17:10:00;0;8
2013-01-02 18:10:00;0;7.06
2013-01-02 19:10:00;0;6.73
2013-01-02 20:10:00;0;6.09
2013-01-02 21:10:00;0;5.57
2013-01-02 22:10:00;0;4.97
2013-01-02 23:10:00;0;4.62
2013-01-03 00:10:00;0;4.21
2013-01-03 01:10:00;0;3.4
2013-01-03 02:10:00;0;2.54
2013-01-03 03:10:00;0;1.84
2013-01-03 04:10:00;0;1.2
2013-01-03 05:10:00;0;0.64
2013-01-03 06:10:00;0;0.28
2013-01-03 07:10:00;0;0.23
2013-01-03 08:10:00;44.39;0.15
2013-01-03 09:10:00;203.01;1.99
2013-01-03 10:10:00;334.01;5.97
2013-01-03 11:10:00;426.01;7.69
2013-01-03 12:10:00;465.01;8.9
2013-01-03 13:10:00;439.01;9.75
2013-01-03 14:10:00;356.01;10.23
2013-01-03 15:10:00;242.01;10.29
2013-01-03 16:10:00;92.01;9.89
2013-01-03 17:10:00;0;9.35
2013-01-03 18:10:00;0;8.47
2013-01-03 19:10:00;0;6.52
2013-01-03 20:10:00;0;4.31
2013-01-03 21:10:00;0;2.8
2013-01-03 22:10:00;0;1.59
2013-01-03 23:10:00;0;0.81
2013-01-04 00:10:00;0;0.31
2013-01-04 01:10:00;0;0.15
2013-01-04 02:10:00;0;-0.09
2013-01-04 03:10:00;0;-0.2
2013-01-04 04:10:00;0;-0.23
2013-01-04 05:10:00;0;-0.18
2013-01-04 06:10:00;0;-0.11
2013-01-04 07:10:00;0;-0.77
2013-01-04 08:10:00;44.39;-0.86
2013-01-04 09:10:00;206.01;1.15
2013-01-04 10:10:00;336.01;4.43
2013-01-04 11:10:00;432.01;6.84
2013-01-04 12:10:00;469.01;8.57
2013-01-04 13:10:00;446.01;9.88
2013-01-04 14:10:00;365.01;10.66
2013-01-04 15:10:00;247.01;10.89
2013-01-04 16:10:00;95.01;10.24
2013-01-04 17:10:00;0;8.59
2013-01-04 18:10:00;0;6.49
2013-01-04 19:10:00;0;5.29
2013-01-04 20:10:00;0;6.28
2013-01-04 21:10:00;0;5.52
2013-01-04 22:10:00;0;4.77
2013-01-04 23:10:00;0;4.2
2013-01-05 00:10:00;0;3.57
2013-01-05 01:10:00;0;2.47
2013-01-05 02:10:00;0;1.47
2013-01-05 03:10:00;0;1.02
2013-01-05 04:10:00;0;1.12
2013-01-05 05:10:00;0;1.4
2013-01-05 06:10:00;0;1.55
2013-01-05 07:10:00;0;0.93
2013-01-05 08:10:00;44.41;0.03
2013-01-05 09:10:00;206.01;1.44
2013-01-05 10:10:00;339.01;4.65
2013-01-05 11:10:00;431.01;7.18
2013-01-05 12:10:00;476.01;8.88
2013-01-05 13:10:00;451.01;10.05
2013-01-05 14:10:00;369.01;10.76
2013-01-05 15:10:00;248.01;10.9
2013-01-05 16:10:00;98.01;9.89
2013-01-05 17:10:00;0;8.18
2013-01-05 18:10:00;0;6.07
2013-01-05 19:10:00;0;6.08
2013-01-05 20:10:00;0;4.98
2013-01-05 21:10:00;0;3.5
2013-01-05 22:10:00;0;1.9
2013-01-05 23:10:00;0;0.98
2013-01-06 00:10:00;0;0.22
2013-01-06 01:10:00;0;-0.52
2013-01-06 02:10:00;0;-1.04
2013-01-06 03:10:00;0;-1.2
2013-01-06 04:10:00;0;-1.18
2013-01-06 05:10:00;0;-1.02
2013-01-06 06:10:00;0;-0.93
2013-01-06 07:10:00;0;-1.02
2013-01-06 08:10:00;44.43;-1.13
2013-01-06 09:10:00;206.01;1.16
2013-01-06 10:10:00;338.01;4.46
2013-01-06 11:10:00;432.01;7.05
2013-01-06 12:10:00;478.01;8.67
2013-01-06 13:10:00;451.01;9.89
2013-01-06 14:10:00;370.01;10.67
2013-01-06 15:10:00;248.01;10.86
2013-01-06 16:10:00;98.01;10
2013-01-06 17:10:00;0;8.21
2013-01-06 18:10:00;0;6.44
2013-01-06 19:10:00;0;4.83
2013-01-06 20:10:00;0;5.1
2013-01-06 21:10:00;0;4.44
2013-01-06 22:10:00;0;3.85
2013-01-06 23:10:00;0;3.4
2013-01-07 00:10:00;0;2.59
2013-01-07 01:10:00;0;1.55
2013-01-07 02:10:00;0;1.36
2013-01-07 03:10:00;0;1.45
2013-01-07 04:10:00;0;1.8
2013-01-07 05:10:00;0;1.63
2013-01-07 06:10:00;0;1.44
2013-01-07 07:10:00;0;-1.07
2013-01-07 08:10:00;29.04;-1.95
2013-01-07 09:10:00;100;-0.09
2013-01-07 10:10:00;117;2.79
2013-01-07 11:10:00;142;5.17
2013-01-07 12:10:00;144;6.93
2013-01-07 13:10:00;117;8.15
2013-01-07 14:10:00;83;8.76
2013-01-07 15:10:00;96;8.86
2013-01-07 16:10:00;53;8.07
2013-01-07 17:10:00;0;6.57
2013-01-07 18:10:00;0;5.14
2013-01-07 19:10:00;0;2.44
2013-01-07 20:10:00;0;2.46
2013-01-07 21:10:00;0;2
2013-01-07 22:10:00;0;0.76
2013-01-07 23:10:00;0;-1.23
2013-01-08 00:10:00;0;-1.72
2013-01-08 01:10:00;0;-1.59
2013-01-08 02:10:00;0;-1.55
2013-01-08 03:10:00;0;-1.23
2013-01-08 04:10:00;0;-0.92
2013-01-08 05:10:00;0;-0.73
2013-01-08 06:10:00;0;-0.54
2013-01-08 07:10:00;0;0.05
2013-01-08 08:10:00;23.79;0.07
2013-01-08 09:10:00;75;0.76
2013-01-08 10:10:00;64;1.9
2013-01-08 11:10:00;79;3.13
2013-01-08 12:10:00;94;4.71
2013-01-08 13:10:00;98;6
2013-01-08 14:10:00;82;6.87
2013-01-08 15:10:00;93;7.32
2013-01-08 16:10:00;55;7
2013-01-08 17:10:00;0;5.72
2013-01-08 18:10:00;0;4.31
2013-01-08 19:10:00;0;2.26
2013-01-08 20:10:00;0;1.63
2013-01-08 21:10:00;0;1.78
2013-01-08 22:10:00;0;1.38
2013-01-08 23:10:00;0;0.96
2013-01-09 00:10:00;0;0.52
2013-01-09 01:10:00;0;0.23
2013-01-09 02:10:00;0;0.1
2013-01-09 03:10:00;0;0.05
2013-01-09 04:10:00;0;-0.05
2013-01-09 05:10:00;0;-0.14
2013-01-09 06:10:00;0;-0.2
2013-01-09 07:10:00;0;-0.84
2013-01-09 08:10:00;34.71;-0.74
2013-01-09 09:10:00;125;0.13
2013-01-09 10:10:00;140;1.21
2013-01-09 11:10:00;185;2.42
2013-01-09 12:10:00;194;4
2013-01-09 13:10:00;228;5.48
2013-01-09 14:10:00;261;6.17
2013-01-09 15:10:00;153;6.54
2013-01-09 16:10:00;29;6.53
2013-01-09 17:10:00;0;5.57
2013-01-09 18:10:00;0;4.56
2013-01-09 19:10:00;0;4.16
2013-01-09 20:10:00;0;3.62
2013-01-09 21:10:00;0;3.46
2013-01-09 22:10:00;0;3.33
2013-01-09 23:10:00;0;3.4
2013-01-10 00:10:00;0;3.21
2013-01-10 01:10:00;0;1.84
2013-01-10 02:10:00;0;1.76
2013-01-10 03:10:00;0;2.15
2013-01-10 04:10:00;0;2.55
2013-01-10 05:10:00;0;2.89
2013-01-10 06:10:00;0;2.59
2013-01-10 07:10:00;0;1.74
2013-01-10 08:10:00;16;2.04
2013-01-10 09:10:00;80;3.74
2013-01-10 10:10:00;172;6.61
2013-01-10 11:10:00;437.01;8.37
2013-01-10 12:10:00;461.01;9.72
2013-01-10 13:10:00;472.01;11.09
2013-01-10 14:10:00;341.01;11.4
2013-01-10 15:10:00;234.01;11.27
2013-01-10 16:10:00;112.01;10.73
2013-01-10 17:10:00;0;8.97
2013-01-10 18:10:00;0;7.68
2013-01-10 19:10:00;0;6.87
2013-01-10 20:10:00;0;5.43
2013-01-10 21:10:00;0;4.21
2013-01-10 22:10:00;0;3.18
2013-01-10 23:10:00;0;2.28
2013-01-11 00:10:00;0;1.39
2013-01-11 01:10:00;0;0.63
2013-01-11 02:10:00;0;0.72
2013-01-11 03:10:00;0;0.49
2013-01-11 04:10:00;0;0.57
2013-01-11 05:10:00;0;0.44
2013-01-11 06:10:00;0;0.26
2013-01-11 07:10:00;0;2.25
2013-01-11 08:10:00;34.76;2.28
2013-01-11 09:10:00;93;2.65
2013-01-11 10:10:00;163;3.51
2013-01-11 11:10:00;212;4.73
2013-01-11 12:10:00;217;6
2013-01-11 13:10:00;283;6.85
2013-01-11 14:10:00;203;7.21
2013-01-11 15:10:00;128;7.31
2013-01-11 16:10:00;46;7
2013-01-11 17:10:00;0;6.43
2013-01-11 18:10:00;0;5.75
2013-01-11 19:10:00;0;5.69
2013-01-11 20:10:00;0;5.63
2013-01-11 21:10:00;0;5.32
2013-01-11 22:10:00;0;5.14
2013-01-11 23:10:00;0;4.64
2013-01-12 00:10:00;0;4.43
2013-01-12 01:10:00;0;3.95
2013-01-12 02:10:00;0;3.44
2013-01-12 03:10:00;0;3.38
2013-01-12 04:10:00;0;3.5
2013-01-12 05:10:00;0;3.82
2013-01-12 06:10:00;0;4.09
2013-01-12 07:10:00;0;5.02
2013-01-12 08:10:00;34.96;5.28
2013-01-12 09:10:00;148;5.95
2013-01-12 10:10:00;351.01;6.36
2013-01-12 11:10:00;439.01;7.63
2013-01-12 12:10:00;480.01;8.34
2013-01-12 13:10:00;440.01;8.45
2013-01-12 14:10:00;383.01;8.5
2013-01-12 15:10:00;252.01;8.41
2013-01-12 16:10:00;117.01;8.02
2013-01-12 17:10:00;0;7.03
2013-01-12 18:10:00;0;6.02
2013-01-12 19:10:00;0;5.97
2013-01-12 20:10:00;0;5.51
2013-01-12 21:10:00;0;5.27
2013-01-12 22:10:00;0;4.84
2013-01-12 23:10:00;0;4.46
2013-01-13 00:10:00;0;4.25
2013-01-13 01:10:00;0;4.1
2013-01-13 02:10:00;0;3.86
2013-01-13 03:10:00;0;2.97
2013-01-13 04:10:00;0;2.45
2013-01-13 05:10:00;0;1.38
2013-01-13 06:10:00;0;0.44
2013-01-13 07:10:00;0;0
2013-01-13 08:10:00;49.75;-0.74
2013-01-13 09:10:00;217.01;0.8
2013-01-13 10:10:00;349.01;3.27
2013-01-13 11:10:00;444.01;4.48
2013-01-13 12:10:00;493.01;5.92
2013-01-13 13:10:00;184;6.83
2013-01-13 14:10:00;189;7.13
2013-01-13 15:10:00;96;6.45
2013-01-13 16:10:00;56;5.73
2013-01-13 17:10:00;0;5.03
2013-01-13 18:10:00;0;4.1
2013-01-13 19:10:00;0;3.93
2013-01-13 20:10:00;0;4
2013-01-13 21:10:00;0;3.49
2013-01-13 22:10:00;0;2.93
2013-01-13 23:10:00;0;2.51
2013-01-14 00:10:00;0;2.26
2013-01-14 01:10:00;0;2.13
2013-01-14 02:10:00;0;1.98
2013-01-14 03:10:00;0;1.97
2013-01-14 04:10:00;0;1.82
2013-01-14 05:10:00;0;1.64
2013-01-14 06:10:00;0;1.34
2013-01-14 07:10:00;0;1.13
2013-01-14 08:10:00;47.9;0.69
2013-01-14 09:10:00;215.01;2.08
2013-01-14 10:10:00;292.01;4.08
2013-01-14 11:10:00;454.01;5.59
2013-01-14 12:10:00;400.01;6.79
2013-01-14 13:10:00;443.01;7.6
2013-01-14 14:10:00;305;8.04
2013-01-14 15:10:00;290.01;8.09
2013-01-14 16:10:00;105;7.66
2013-01-14 17:10:00;0;6.79
2013-01-14 18:10:00;0;5.89
2013-01-14 19:10:00;0;5.75
2013-01-14 20:10:00;0;4.92
2013-01-14 21:10:00;0;4.36
2013-01-14 22:10:00;0;3.82
2013-01-14 23:10:00;0;3.28
2013-01-15 00:10:00;0;2.42
2013-01-15 01:10:00;0;2.13
2013-01-15 02:10:00;0;1.82
2013-01-15 03:10:00;0;1.57
2013-01-15 04:10:00;0;1.77
2013-01-15 05:10:00;0;1.96
2013-01-15 06:10:00;0;1.7
2013-01-15 07:10:00;0;1.62
2013-01-15 08:10:00;49.61;1.59
2013-01-15 09:10:00;138;2.73
2013-01-15 10:10:00;372.01;4.82
2013-01-15 11:10:00;462.01;6.39
2013-01-15 12:10:00;488.01;7.75
2013-01-15 13:10:00;452.01;8.86
2013-01-15 14:10:00;424.01;9.47
2013-01-15 15:10:00;294.01;9.73
2013-01-15 16:10:00;107;9.42
2013-01-15 17:10:00;0;8.05
2013-01-15 18:10:00;0;6.73
2013-01-15 19:10:00;0;6.28
2013-01-15 20:10:00;0;5.37
2013-01-15 21:10:00;0;4.53
2013-01-15 22:10:00;0;3.84
2013-01-15 23:10:00;0;3.24
2013-01-16 00:10:00;0;2.96
2013-01-16 01:10:00;0;2.86
2013-01-16 02:10:00;0;2.77
2013-01-16 03:10:00;0;2.8
2013-01-16 04:10:00;0;3.16
2013-01-16 05:10:00;0;3.02
2013-01-16 06:10:00;0;2.67
2013-01-16 07:10:00;0;3.44
2013-01-16 08:10:00;28.55;3.66
2013-01-16 09:10:00;100;4.03
2013-01-16 10:10:00;149;4.8
2013-01-16 11:10:00;294;5.63
2013-01-16 12:10:00;258;6.41
2013-01-16 13:10:00;139;7.06
2013-01-16 14:10:00;155;6.55
2013-01-16 15:10:00;109;6.3
2013-01-16 16:10:00;32;6.15
2013-01-16 17:10:00;0;6.17
2013-01-16 18:10:00;0;6.14
2013-01-16 19:10:00;0;6.94
2013-01-16 20:10:00;0;6.73
2013-01-16 21:10:00;0;6.39
2013-01-16 22:10:00;0;6.42
2013-01-16 23:10:00;0;6.68
2013-01-17 00:10:00;0;6.75
2013-01-17 01:10:00;0;6.34
2013-01-17 02:10:00;0;6.21
2013-01-17 03:10:00;0;6.07
2013-01-17 04:10:00;0;6.17
2013-01-17 05:10:00;0;6.08
2013-01-17 06:10:00;0;5.9
2013-01-17 07:10:00;0;6.08
2013-01-17 08:10:00;42.22;5.98
2013-01-17 09:10:00;227.01;6.37
2013-01-17 10:10:00;323.01;7.23
2013-01-17 11:10:00;413.01;8.54
2013-01-17 12:10:00;225;9.62
2013-01-17 13:10:00;153;10.8
2013-01-17 14:10:00;314;11.21
2013-01-17 15:10:00;208;11.62
2013-01-17 16:10:00;121;11.09
2013-01-17 17:10:00;0;9.61
2013-01-17 18:10:00;0;8.27
2013-01-17 19:10:00;0;8.1
2013-01-17 20:10:00;0;7.71
2013-01-17 21:10:00;0;7.51
2013-01-17 22:10:00;0;7.38
2013-01-17 23:10:00;0;7.33
2013-01-18 00:10:00;0;7.19
2013-01-18 01:10:00;0;7.56
2013-01-18 02:10:00;0;7.89
2013-01-18 03:10:00;0;8.22
2013-01-18 04:10:00;0;8.36
2013-01-18 05:10:00;0;8.47
2013-01-18 06:10:00;0;8.66
2013-01-18 07:10:00;0;9.13
2013-01-18 08:10:00;35.72;9.23
2013-01-18 09:10:00;78;9.68
2013-01-18 10:10:00;109;10.4
2013-01-18 11:10:00;239;10.76
2013-01-18 12:10:00;194;10.74
2013-01-18 13:10:00;90;10.84
2013-01-18 14:10:00;78;10.8
2013-01-18 15:10:00;102;10.73
2013-01-18 16:10:00;50;10.51
2013-01-18 17:10:00;0;9.94
2013-01-18 18:10:00;0;9.56
2013-01-18 19:10:00;0;9.89
2013-01-18 20:10:00;0;9.72
2013-01-18 21:10:00;0;9.44
2013-01-18 22:10:00;0;9.18
2013-01-18 23:10:00;0;9.04
2013-01-19 00:10:00;0;8.85
2013-01-19 01:10:00;0;8.21
2013-01-19 02:10:00;0;8
2013-01-19 03:10:00;0;8.09
2013-01-19 04:10:00;0;8.23
2013-01-19 05:10:00;0;8.57
2013-01-19 06:10:00;0;8.76
2013-01-19 07:10:00;0;9.42
2013-01-19 08:10:00;31.53;8.43
2013-01-19 09:10:00;193;6.96
2013-01-19 10:10:00;243;6.57
2013-01-19 11:10:00;469.01;6.97
2013-01-19 12:10:00;290;6.4
2013-01-19 13:10:00;182;5.2
2013-01-19 14:10:00;182;4.74
2013-01-19 15:10:00;187;4.89
2013-01-19 16:10:00;107;5.2
2013-01-19 17:10:00;0;5.27
2013-01-19 18:10:00;0;5.11
2013-01-19 19:10:00;0;4.48
2013-01-19 20:10:00;0;4.02
2013-01-19 21:10:00;0;3.95
2013-01-19 22:10:00;0;3.71
2013-01-19 23:10:00;0;3.79
2013-01-20 00:10:00;0;3.97
2013-01-20 01:10:00;0;4.17
2013-01-20 02:10:00;0;4.21
2013-01-20 03:10:00;0;4.11
2013-01-20 04:10:00;0;3.84
2013-01-20 05:10:00;0;3.54
2013-01-20 06:10:00;0;2.98
2013-01-20 07:10:00;0;2.88
2013-01-20 08:10:00;60.85;2.84
2013-01-20 09:10:00;219.01;3.41
2013-01-20 10:10:00;379.01;4.61
2013-01-20 11:10:00;267;5.7
2013-01-20 12:10:00;456.01;6.63
2013-01-20 13:10:00;448.01;6.94
2013-01-20 14:10:00;350.01;6.26
2013-01-20 15:10:00;183;5.86
2013-01-20 16:10:00;0;5.09
2013-01-20 17:10:00;0;4.6
2013-01-20 18:10:00;0;4.21
2013-01-20 19:10:00;0;3.6
2013-01-20 20:10:00;0;3.79
2013-01-20 21:10:00;0;4.02
2013-01-20 22:10:00;0;4.26
2013-01-20 23:10:00;0;4.43
2013-01-21 00:10:00;0;4.62
2013-01-21 01:10:00;0;4.7
2013-01-21 02:10:00;0;4.46
2013-01-21 03:10:00;0;3.98
2013-01-21 04:10:00;0;3.45
2013-01-21 05:10:00;0;3.13
2013-01-21 06:10:00;0;2.59
2013-01-21 07:10:00;0;2.33
2013-01-21 08:10:00;0;2.1
2013-01-21 09:10:00;0;3.2
2013-01-21 10:10:00;359.01;4.89
2013-01-21 11:10:00;401.01;5.67
2013-01-21 12:10:00;476.01;6.4
2013-01-21 13:10:00;441.01;7.13
2013-01-21 14:10:00;403.01;7.27
2013-01-21 15:10:00;278.01;7.3
2013-01-21 16:10:00;98;6.97
2013-01-21 17:10:00;0;6
2013-01-21 18:10:00;0;4.57
2013-01-21 19:10:00;0;3.39
2013-01-21 20:10:00;0;2.27
2013-01-21 21:10:00;0;1.39
2013-01-21 22:10:00;0;0.66
2013-01-21 23:10:00;0;0.03
2013-01-22 00:10:00;0;-0.52
2013-01-22 01:10:00;0;-0.89
2013-01-22 02:10:00;0;-1.17
2013-01-22 03:10:00;0;-1.19
2013-01-22 04:10:00;0;-1.07
2013-01-22 05:10:00;0;-0.59
2013-01-22 06:10:00;0;0.09
2013-01-22 07:10:00;0;1.15
2013-01-22 08:10:00;32.54;1.63
2013-01-22 09:10:00;89;2.13
2013-01-22 10:10:00;33;2.63
2013-01-22 11:10:00;86;2.86
2013-01-22 12:10:00;159;3.13
2013-01-22 13:10:00;130;2.94
2013-01-22 14:10:00;90;3.15
2013-01-22 15:10:00;100;3.72
2013-01-22 16:10:00;158.01;3.6
2013-01-22 17:10:00;0;3.15
2013-01-22 18:10:00;0;2.14
2013-01-22 19:10:00;0;1.65
2013-01-22 20:10:00;0;1.19
2013-01-22 21:10:00;0;0.65
2013-01-22 22:10:00;0;0.33
2013-01-22 23:10:00;0;0.09
2013-01-23 00:10:00;0;-0.33
2013-01-23 01:10:00;0;-0.72
2013-01-23 02:10:00;0;-0.83
2013-01-23 03:10:00;0;-0.78
2013-01-23 04:10:00;0;-0.37
2013-01-23 05:10:00;0;-0.19
2013-01-23 06:10:00;0;0.04
2013-01-23 07:10:00;0;0.28
2013-01-23 08:10:00;65.13;0.44
2013-01-23 09:10:00;231.01;1.55
2013-01-23 10:10:00;367.01;3.08
2013-01-23 11:10:00;467.01;4.66
2013-01-23 12:10:00;210;5.95
2013-01-23 13:10:00;462.01;6.95
2013-01-23 14:10:00;278;7.19
2013-01-23 15:10:00;192;7.16
2013-01-23 16:10:00;136;6.75
2013-01-23 17:10:00;0;5.66
2013-01-23 18:10:00;0;4.58
2013-01-23 19:10:00;0;3.28
2013-01-23 20:10:00;0;1.97
2013-01-23 21:10:00;0;1.97
2013-01-23 22:10:00;0;2.21
2013-01-23 23:10:00;0;3.1
2013-01-24 00:10:00;0;3.84
2013-01-24 01:10:00;0;4.32
2013-01-24 02:10:00;0;4.75
2013-01-24 03:10:00;0;4.97
2013-01-24 04:10:00;0;4.95
2013-01-24 05:10:00;0;5.06
2013-01-24 06:10:00;0;5.28
2013-01-24 07:10:00;0;6.11
2013-01-24 08:10:00;70;6.05
2013-01-24 09:10:00;239.01;6.5
2013-01-24 10:10:00;381.01;7.19
2013-01-24 11:10:00;471.01;7.72
2013-01-24 12:10:00;518.01;8.27
2013-01-24 13:10:00;508.01;8.91
2013-01-24 14:10:00;418.01;9.27
2013-01-24 15:10:00;297.01;9.29
2013-01-24 16:10:00;140;8.98
2013-01-24 17:10:00;0;7.92
2013-01-24 18:10:00;0;6.48
2013-01-24 19:10:00;0;6.03
2013-01-24 20:10:00;0;5.03
2013-01-24 21:10:00;0;3.89
2013-01-24 22:10:00;0;3.1
2013-01-24 23:10:00;0;3.01
2013-01-25 00:10:00;0;2.67
2013-01-25 01:10:00;0;2.25
2013-01-25 02:10:00;0;1.33
2013-01-25 03:10:00;0;0.96
2013-01-25 04:10:00;0;1.34
2013-01-25 05:10:00;0;1.46
2013-01-25 06:10:00;0;1.81
2013-01-25 07:10:00;0;1.71
2013-01-25 08:10:00;23;1.96
2013-01-25 09:10:00;217.01;2.57
2013-01-25 10:10:00;322.01;4.9
2013-01-25 11:10:00;440.01;6.69
2013-01-25 12:10:00;473.01;7.9
2013-01-25 13:10:00;366;9.22
2013-01-25 14:10:00;344;9.72
2013-01-25 15:10:00;294.01;9.85
2013-01-25 16:10:00;149;9.57
2013-01-25 17:10:00;0;8.71
2013-01-25 18:10:00;0;7.65
2013-01-25 19:10:00;0;7.18
2013-01-25 20:10:00;0;6.88
2013-01-25 21:10:00;0;6.82
2013-01-25 22:10:00;0;6.67
2013-01-25 23:10:00;0;6.68
2013-01-26 00:10:00;0;6.85
2013-01-26 01:10:00;0;6.81
2013-01-26 02:10:00;0;7.02
2013-01-26 03:10:00;0;7.26
2013-01-26 04:10:00;0;7.03
2013-01-26 05:10:00;0;6.93
2013-01-26 06:10:00;0;6.65
2013-01-26 07:10:00;0;6.52
2013-01-26 08:10:00;59;6.97
2013-01-26 09:10:00;186;8.21
2013-01-26 10:10:00;302;10.18
2013-01-26 11:10:00;512.01;11.94
2013-01-26 12:10:00;536.01;13.03
2013-01-26 13:10:00;533.01;13.86
2013-01-26 14:10:00;436.01;14.38
2013-01-26 15:10:00;334.01;14.42
2013-01-26 16:10:00;159.01;13.94
2013-01-26 17:10:00;0;12.43
2013-01-26 18:10:00;0;10.89
2013-01-26 19:10:00;0;7.91
2013-01-26 20:10:00;0;6.93
2013-01-26 21:10:00;0;6.64
2013-01-26 22:10:00;0;6.49
2013-01-26 23:10:00;0;5.81
2013-01-27 00:10:00;0;5.11
2013-01-27 01:10:00;0;5.29
2013-01-27 02:10:00;0;5.31
2013-01-27 03:10:00;0;4.82
2013-01-27 04:10:00;0;3.78
2013-01-27 05:10:00;0;3.21
2013-01-27 06:10:00;0;2.86
2013-01-27 07:10:00;0;2.99
2013-01-27 08:10:00;45;3.37
2013-01-27 09:10:00;80;5.14
2013-01-27 10:10:00;50;6.4
2013-01-27 11:10:00;124;7.6
2013-01-27 12:10:00;245;8.71
2013-01-27 13:10:00;242;9.07
2013-01-27 14:10:00;120;8.73
2013-01-27 15:10:00;87;8.37
2013-01-27 16:10:00;53;7.86
2013-01-27 17:10:00;0;7.67
2013-01-27 18:10:00;0;7.55
2013-01-27 19:10:00;0;7.44
2013-01-27 20:10:00;0;7.44
2013-01-27 21:10:00;0;7.65
2013-01-27 22:10:00;0;7.04
2013-01-27 23:10:00;0;6.1
2013-01-28 00:10:00;0;5.2
2013-01-28 01:10:00;0;4.44
2013-01-28 02:10:00;0;3.81
2013-01-28 03:10:00;0;3.06
2013-01-28 04:10:00;0;2.52
2013-01-28 05:10:00;0;1.8
2013-01-28 06:10:00;0;0.05
2013-01-28 07:10:00;0;-0.34
2013-01-28 08:10:00;84;-0.1
2013-01-28 09:10:00;233.01;1.94
2013-01-28 10:10:00;218;5.24
2013-01-28 11:10:00;481.01;6.95
2013-01-28 12:10:00;559.01;8.41
2013-01-28 13:10:00;523.01;9.72
2013-01-28 14:10:00;453.01;10.64
2013-01-28 15:10:00;330.01;11
2013-01-28 16:10:00;178.01;10.84
2013-01-28 17:10:00;0;9.5
2013-01-28 18:10:00;0;7.72
2013-01-28 19:10:00;0;6.59
2013-01-28 20:10:00;0;5.36
2013-01-28 21:10:00;0;4.07
2013-01-28 22:10:00;0;3.53
2013-01-28 23:10:00;0;3.17
2013-01-29 00:10:00;0;3.13
2013-01-29 01:10:00;0;3.7
2013-01-29 02:10:00;0;3.38
2013-01-29 03:10:00;0;3
2013-01-29 04:10:00;0;2.45
2013-01-29 05:10:00;0;1.9
2013-01-29 06:10:00;0;1.57
2013-01-29 07:10:00;0;1.33
2013-01-29 08:10:00;88.01;1.16
2013-01-29 09:10:00;247.01;2.18
2013-01-29 10:10:00;388.01;5.16
2013-01-29 11:10:00;493.01;7.26
2013-01-29 12:10:00;558.01;8.92
2013-01-29 13:10:00;530.01;10.1
2013-01-29 14:10:00;457.01;11.05
2013-01-29 15:10:00;342.01;11.49
2013-01-29 16:10:00;190.01;11.34
2013-01-29 17:10:00;0;10.28
2013-01-29 18:10:00;0;8.56
2013-01-29 19:10:00;0;6.15
2013-01-29 20:10:00;0;7.01
2013-01-29 21:10:00;0;6.46
2013-01-29 22:10:00;0;5.86
2013-01-29 23:10:00;0;5.28
2013-01-30 00:10:00;0;4.74
2013-01-30 01:10:00;0;3.19
2013-01-30 02:10:00;0;2.23
2013-01-30 03:10:00;0;1.85
2013-01-30 04:10:00;0;1.46
2013-01-30 05:10:00;0;1.45
2013-01-30 06:10:00;0;1.36
2013-01-30 07:10:00;0;1.09
2013-01-30 08:10:00;77;0.92
2013-01-30 09:10:00;249.01;3
2013-01-30 10:10:00;379.01;5.8
2013-01-30 11:10:00;495.01;8.22
2013-01-30 12:10:00;526.01;10.04
2013-01-30 13:10:00;523.01;11.41
2013-01-30 14:10:00;444.01;12.44
2013-01-30 15:10:00;309.01;12.92
2013-01-30 16:10:00;146;12.68
2013-01-30 17:10:00;13.62;11.23
2013-01-30 18:10:00;0;9.64
2013-01-30 19:10:00;0;8.44
2013-01-30 20:10:00;0;7.39
2013-01-30 21:10:00;0;8.07
