"Dates";"G0";"Ta"
2014-03-24 18:10:00;12.84;9.11
2014-03-24 19:10:00;0;8.83
2014-03-24 20:10:00;0;8.21
2014-03-24 21:10:00;0;7.51
2014-03-24 22:10:00;0;6.99
2014-03-24 23:10:00;0;6.58
2014-03-25 00:10:00;0;6.29
2014-03-25 01:10:00;0;5.82
2014-03-25 02:10:00;0;5.42
2014-03-25 03:10:00;0;4.83
2014-03-25 04:10:00;0;4.18
2014-03-25 05:10:00;0;3.6
2014-03-25 06:10:00;0;3.25
2014-03-25 07:10:00;62;4.01
2014-03-25 08:10:00;153;5.85
2014-03-25 09:10:00;395;7.67
2014-03-25 10:10:00;555;9.2
2014-03-25 11:10:00;555;10.43
2014-03-25 12:10:00;364;12.51
2014-03-25 13:10:00;598;13.58
2014-03-25 14:10:00;191;13.04
2014-03-25 15:10:00;90;11.65
2014-03-25 16:10:00;152;8.89
2014-03-25 17:10:00;58;8.05
2014-03-25 18:10:00;24.08;7.21
2014-03-25 19:10:00;0;6.22
2014-03-25 20:10:00;0;5.18
2014-03-25 21:10:00;0;4.46
2014-03-25 22:10:00;0;3.92
2014-03-25 23:10:00;0;3.48
2014-03-26 00:10:00;0;3.16
2014-03-26 01:10:00;0;2.96
2014-03-26 02:10:00;0;2.91
2014-03-26 03:10:00;0;2.93
2014-03-26 04:10:00;0;3
2014-03-26 05:10:00;0;3.08
2014-03-26 06:10:00;0;3.11
2014-03-26 07:10:00;137;3.61
2014-03-26 08:10:00;302;4.82
2014-03-26 09:10:00;394;6.42
2014-03-26 10:10:00;698.01;8.27
2014-03-26 11:10:00;722.01;9.65
2014-03-26 12:10:00;734.01;10.43
2014-03-26 13:10:00;721.01;10.84
2014-03-26 14:10:00;0;11.28
2014-03-26 15:10:00;565.01;11.47
2014-03-26 16:10:00;384;11.15
2014-03-26 17:10:00;212;10.52
2014-03-26 18:10:00;28.22;9.61
2014-03-26 19:10:00;0;8.06
2014-03-26 20:10:00;0;6.84
2014-03-26 21:10:00;0;5.86
2014-03-26 22:10:00;0;4.82
2014-03-26 23:10:00;0;3.67
2014-03-27 00:10:00;0;2.75
2014-03-27 01:10:00;0;1.98
2014-03-27 02:10:00;0;1.83
2014-03-27 03:10:00;0;2.51
2014-03-27 04:10:00;0;2.12
2014-03-27 05:10:00;0;1.67
2014-03-27 06:10:00;0;1.19
2014-03-27 07:10:00;155;0.71
2014-03-27 08:10:00;351;3.61
2014-03-27 09:10:00;547.01;6.04
2014-03-27 10:10:00;639.01;7.9
2014-03-27 11:10:00;653;9.46
2014-03-27 12:10:00;525;10.51
2014-03-27 13:10:00;486;11.13
2014-03-27 14:10:00;500;11.42
2014-03-27 15:10:00;230;11.37
2014-03-27 16:10:00;306;11.07
2014-03-27 17:10:00;191;10.79
2014-03-27 18:10:00;29.29;9.97
2014-03-27 19:10:00;0;8.7
2014-03-27 20:10:00;0;7.45
2014-03-27 21:10:00;0;6.51
2014-03-27 22:10:00;0;5.17
2014-03-27 23:10:00;0;4.29
2014-03-28 00:10:00;0;3.56
2014-03-28 01:10:00;0;3.26
2014-03-28 02:10:00;0;3.33
2014-03-28 03:10:00;0;2.88
2014-03-28 04:10:00;0;2.17
2014-03-28 05:10:00;0;1.87
2014-03-28 06:10:00;0;1.58
2014-03-28 07:10:00;161;2.63
2014-03-28 08:10:00;351;5.82
2014-03-28 09:10:00;559.01;7.61
2014-03-28 10:10:00;678.01;9.58
2014-03-28 11:10:00;705.01;11.32
2014-03-28 12:10:00;820.01;12.63
2014-03-28 13:10:00;400;13.88
2014-03-28 14:10:00;535;14.39
2014-03-28 15:10:00;400;15.04
2014-03-28 16:10:00;176;15.28
2014-03-28 17:10:00;77;14.05
2014-03-28 18:10:00;15.84;11.98
2014-03-28 19:10:00;0;10.23
2014-03-28 20:10:00;0;9.22
2014-03-28 21:10:00;0;8.42
2014-03-28 22:10:00;0;7.67
2014-03-28 23:10:00;0;7.15
2014-03-29 00:10:00;0;6.62
2014-03-29 01:10:00;0;6.27
2014-03-29 02:10:00;0;5.91
2014-03-29 03:10:00;0;5.46
2014-03-29 04:10:00;0;4.95
2014-03-29 05:10:00;0;4.93
2014-03-29 06:10:00;0;4.65
2014-03-29 07:10:00;20;5.05
2014-03-29 08:10:00;79;6.09
2014-03-29 09:10:00;93;7.73
2014-03-29 10:10:00;71;9.95
2014-03-29 11:10:00;108;10.55
2014-03-29 12:10:00;255;10.95
2014-03-29 13:10:00;235;11.93
2014-03-29 14:10:00;302;12.93
2014-03-29 15:10:00;415;13.56
2014-03-29 16:10:00;253;14.41
2014-03-29 17:10:00;71;13.16
2014-03-29 18:10:00;28.35;10.86
2014-03-29 19:10:00;0;10.59
2014-03-29 20:10:00;0;9.32
2014-03-29 21:10:00;0;8.5
2014-03-29 22:10:00;0;7.53
2014-03-29 23:10:00;0;6.69
2014-03-30 00:10:00;0;6.81
2014-03-30 01:10:00;0;6.47
2014-03-30 02:10:00;0;12.72
2014-03-30 03:10:00;0;6.24
2014-03-30 04:10:00;0;6.33
2014-03-30 05:10:00;0;6.42
2014-03-30 06:10:00;0;6.3
2014-03-30 07:10:00;0;6.16
2014-03-30 08:10:00;80;6.27
2014-03-30 09:10:00;182;6.62
2014-03-30 10:10:00;255;7.33
2014-03-30 11:10:00;341;8.53
2014-03-30 12:10:00;429;9.97
2014-03-30 13:10:00;470;11.12
2014-03-30 14:10:00;334;11.56
2014-03-30 15:10:00;452;12.07
2014-03-30 16:10:00;524;12.06
2014-03-30 17:10:00;342;11.99
2014-03-30 18:10:00;165;11.89
2014-03-30 19:10:00;27.83;11.21
2014-03-30 20:10:00;0;9.78
2014-03-30 21:10:00;0;8.17
2014-03-30 22:10:00;0;8.93
2014-03-30 23:10:00;0;8.78
2014-03-31 00:10:00;0;6.23
2014-03-31 01:10:00;0;6.43
2014-03-31 02:10:00;0;6.83
2014-03-31 03:10:00;0;5.82
2014-03-31 04:10:00;0;5.82
2014-03-31 05:10:00;0;6.42
2014-03-31 06:10:00;0;6.57
2014-03-31 07:10:00;0;6.65
2014-03-31 08:10:00;91;7.31
2014-03-31 09:10:00;269;8.16
2014-03-31 10:10:00;342;9.28
2014-03-31 11:10:00;593;10.22
2014-03-31 12:10:00;603;11.36
2014-03-31 13:10:00;440;12.29
2014-03-31 14:10:00;398;13.05
2014-03-31 15:10:00;362;13.67
2014-03-31 16:10:00;213;13.99
2014-03-31 17:10:00;78;14.15
2014-03-31 18:10:00;67;13.73
2014-03-31 19:10:00;24.57;12.76
2014-03-31 20:10:00;0;11.27
2014-03-31 21:10:00;0;9.7
2014-03-31 22:10:00;0;8.38
2014-03-31 23:10:00;0;7.88
2014-04-01 00:10:00;0;9.01
2014-04-01 01:10:00;0;6.6
2014-04-01 02:10:00;0;5.71
2014-04-01 03:10:00;0;5.89
2014-04-01 04:10:00;0;6.15
2014-04-01 05:10:00;0;6.25
2014-04-01 06:10:00;0;6.44
2014-04-01 07:10:00;0;6.72
2014-04-01 08:10:00;93;7.32
2014-04-01 09:10:00;202;9.67
2014-04-01 10:10:00;336;10.55
2014-04-01 11:10:00;683.01;12.51
2014-04-01 12:10:00;279;14.21
2014-04-01 13:10:00;654;15.66
2014-04-01 14:10:00;678;16.44
2014-04-01 15:10:00;654;16.49
2014-04-01 16:10:00;271;16.55
2014-04-01 17:10:00;299;16.32
2014-04-01 18:10:00;84;15.69
2014-04-01 19:10:00;15;13.91
2014-04-01 20:10:00;0;14.1
2014-04-01 21:10:00;0;13.22
2014-04-01 22:10:00;0;12.51
2014-04-01 23:10:00;0;11.61
2014-04-02 00:10:00;0;10.8
2014-04-02 01:10:00;0;10.26
2014-04-02 02:10:00;0;10.18
2014-04-02 03:10:00;0;9.62
2014-04-02 04:10:00;0;8.74
2014-04-02 05:10:00;0;7.76
2014-04-02 06:10:00;0;7.55
2014-04-02 07:10:00;0;7.63
2014-04-02 08:10:00;35;9.73
2014-04-02 09:10:00;64;9.57
2014-04-02 10:10:00;116;9.08
2014-04-02 11:10:00;74;9.24
2014-04-02 12:10:00;105;9.24
2014-04-02 13:10:00;138;9.6
2014-04-02 14:10:00;274;9.46
2014-04-02 15:10:00;190;9.64
2014-04-02 16:10:00;191;9.55
2014-04-02 17:10:00;78;10.14
2014-04-02 18:10:00;47;10.44
2014-04-02 19:10:00;38.61;9.84
2014-04-02 20:10:00;0;8.71
2014-04-02 21:10:00;0;7.64
2014-04-02 22:10:00;0;6.82
2014-04-02 23:10:00;0;6.15
2014-04-03 00:10:00;0;5.61
2014-04-03 01:10:00;0;4.67
2014-04-03 02:10:00;0;4.23
2014-04-03 03:10:00;0;4
2014-04-03 04:10:00;0;5.13
2014-04-03 05:10:00;0;5.21
2014-04-03 06:10:00;0;5.12
2014-04-03 07:10:00;0;5.06
2014-04-03 08:10:00;181;5.71
2014-04-03 09:10:00;388;6.78
2014-04-03 10:10:00;558;8.16
2014-04-03 11:10:00;557;9.2
2014-04-03 12:10:00;652;10.25
2014-04-03 13:10:00;512;11.61
2014-04-03 14:10:00;621;12.94
2014-04-03 15:10:00;616;13.78
2014-04-03 16:10:00;507;14.15
2014-04-03 17:10:00;427;14.05
2014-04-03 18:10:00;221;13.42
2014-04-03 19:10:00;44.87;12.48
2014-04-03 20:10:00;0;10.48
2014-04-03 21:10:00;0;9.25
2014-04-03 22:10:00;0;8.33
2014-04-03 23:10:00;0;7.6
2014-04-04 00:10:00;0;7.05
2014-04-04 01:10:00;0;6.66
2014-04-04 02:10:00;0;6.25
2014-04-04 03:10:00;0;5.8
2014-04-04 04:10:00;0;5.49
2014-04-04 05:10:00;0;5.16
2014-04-04 06:10:00;0;4.59
2014-04-04 07:10:00;0;3.84
2014-04-04 08:10:00;189;4.6
2014-04-04 09:10:00;390;7.35
2014-04-04 10:10:00;573;9.02
2014-04-04 11:10:00;706.01;10.67
2014-04-04 12:10:00;812.01;12.22
2014-04-04 13:10:00;856.01;13.52
2014-04-04 14:10:00;834.01;14.51
2014-04-04 15:10:00;733.01;15.16
2014-04-04 16:10:00;594;15.43
2014-04-04 17:10:00;237;15.03
2014-04-04 18:10:00;86;13.5
2014-04-04 19:10:00;28.57;11.86
2014-04-04 20:10:00;0;10.13
2014-04-04 21:10:00;0;9.5
2014-04-04 22:10:00;0;9.15
2014-04-04 23:10:00;0;8.91
2014-04-05 00:10:00;0;8.78
2014-04-05 01:10:00;0;8.69
2014-04-05 02:10:00;0;8.54
2014-04-05 03:10:00;0;8.52
2014-04-05 04:10:00;0;8.47
2014-04-05 05:10:00;0;8.5
2014-04-05 06:10:00;0;8.52
2014-04-05 07:10:00;0;8.53
2014-04-05 08:10:00;133;8.86
2014-04-05 09:10:00;309;10.4
2014-04-05 10:10:00;433;12.59
2014-04-05 11:10:00;427;14.56
2014-04-05 12:10:00;543;15.71
2014-04-05 13:10:00;630;15.82
2014-04-05 14:10:00;494;16.51
2014-04-05 15:10:00;429;17.27
2014-04-05 16:10:00;324;17.88
2014-04-05 17:10:00;215;17.89
2014-04-05 18:10:00;178;17.48
2014-04-05 19:10:00;13;16.57
2014-04-05 20:10:00;0;15.28
2014-04-05 21:10:00;0;13.84
2014-04-05 22:10:00;0;12.66
2014-04-05 23:10:00;0;11.29
2014-04-06 00:10:00;0;10.04
2014-04-06 01:10:00;0;9.12
2014-04-06 02:10:00;0;8.72
2014-04-06 03:10:00;0;8.19
2014-04-06 04:10:00;0;7.59
2014-04-06 05:10:00;0;7.02
2014-04-06 06:10:00;0;6.57
2014-04-06 07:10:00;13.64;6.21
2014-04-06 08:10:00;118;7.77
2014-04-06 09:10:00;225;10.97
2014-04-06 10:10:00;355;13.32
2014-04-06 11:10:00;572;15.5
2014-04-06 12:10:00;825.01;17.45
2014-04-06 13:10:00;864.01;18.96
2014-04-06 14:10:00;836.01;19.77
2014-04-06 15:10:00;766.01;20.34
2014-04-06 16:10:00;631.01;20.41
2014-04-06 17:10:00;450;20.35
2014-04-06 18:10:00;248;19.94
2014-04-06 19:10:00;52.47;19
2014-04-06 20:10:00;0;17.09
2014-04-06 21:10:00;0;15.23
2014-04-06 22:10:00;0;13.45
2014-04-06 23:10:00;0;13.32
2014-04-07 00:10:00;0;14.54
2014-04-07 01:10:00;0;14.02
2014-04-07 02:10:00;0;13.43
2014-04-07 03:10:00;0;12.75
2014-04-07 04:10:00;0;12.03
2014-04-07 05:10:00;0;11.21
2014-04-07 06:10:00;0;10.47
2014-04-07 07:10:00;20.56;9.82
2014-04-07 08:10:00;205;10.18
2014-04-07 09:10:00;397;13.15
2014-04-07 10:10:00;594;15.94
2014-04-07 11:10:00;740.01;18.04
2014-04-07 12:10:00;834.01;19.67
2014-04-07 13:10:00;849.01;20.91
2014-04-07 14:10:00;840.01;21.8
2014-04-07 15:10:00;748.01;22.4
2014-04-07 16:10:00;583;22.55
2014-04-07 17:10:00;431;22.32
2014-04-07 18:10:00;245;21.68
2014-04-07 19:10:00;51;20.2
2014-04-07 20:10:00;0;18.4
2014-04-07 21:10:00;0;16.59
2014-04-07 22:10:00;0;14.76
2014-04-07 23:10:00;0;13.25
2014-04-08 00:10:00;0;12.2
2014-04-08 01:10:00;0;11.48
2014-04-08 02:10:00;0;11.15
2014-04-08 03:10:00;0;10.59
2014-04-08 04:10:00;0;10.1
2014-04-08 05:10:00;0;9.48
2014-04-08 06:10:00;0;8.37
2014-04-08 07:10:00;23.3;7.45
2014-04-08 08:10:00;210;9.02
2014-04-08 09:10:00;413;13.65
2014-04-08 10:10:00;599;16.41
2014-04-08 11:10:00;749.01;18.45
2014-04-08 12:10:00;843.01;20.05
2014-04-08 13:10:00;882.01;21.35
2014-04-08 14:10:00;863.01;22.25
2014-04-08 15:10:00;777.01;22.88
2014-04-08 16:10:00;642.01;23.04
2014-04-08 17:10:00;456;22.97
2014-04-08 18:10:00;258;22.56
2014-04-08 19:10:00;64;21.46
2014-04-08 20:10:00;0;19.41
2014-04-08 21:10:00;0;19.62
2014-04-08 22:10:00;0;19.07
2014-04-08 23:10:00;0;16.54
2014-04-09 00:10:00;0;13.5
2014-04-09 01:10:00;0;11.82
2014-04-09 02:10:00;0;10.59
2014-04-09 03:10:00;0;9.98
2014-04-09 04:10:00;0;9.73
2014-04-09 05:10:00;0;9.47
2014-04-09 06:10:00;0;9.26
2014-04-09 07:10:00;28.32;8.95
2014-04-09 08:10:00;213;10.02
2014-04-09 09:10:00;416;13.97
2014-04-09 10:10:00;601;16.09
2014-04-09 11:10:00;746.01;18.23
2014-04-09 12:10:00;852.01;20.13
2014-04-09 13:10:00;896.01;21.82
2014-04-09 14:10:00;862.01;23.17
2014-04-09 15:10:00;768.01;24
2014-04-09 16:10:00;627;24.23
2014-04-09 17:10:00;449;23.97
2014-04-09 18:10:00;271;22.81
2014-04-09 19:10:00;54;21.16
2014-04-09 20:10:00;0;20.13
2014-04-09 21:10:00;0;19.3
2014-04-09 22:10:00;0;14.97
2014-04-09 23:10:00;0;12.94
2014-04-10 00:10:00;0;12.09
2014-04-10 01:10:00;0;12.38
2014-04-10 02:10:00;0;11.57
2014-04-10 03:10:00;0;10.25
2014-04-10 04:10:00;0;9.63
2014-04-10 05:10:00;0;8.9
2014-04-10 06:10:00;0;8.39
2014-04-10 07:10:00;30.32;8.09
2014-04-10 08:10:00;184;11.17
2014-04-10 09:10:00;332;15.56
2014-04-10 10:10:00;563;18.75
2014-04-10 11:10:00;332;21.18
2014-04-10 12:10:00;626;23.06
2014-04-10 13:10:00;860.01;24.4
2014-04-10 14:10:00;436;25.3
2014-04-10 15:10:00;749.01;25.73
2014-04-10 16:10:00;116;25.3
2014-04-10 17:10:00;417;22.83
2014-04-10 18:10:00;254;22.14
2014-04-10 19:10:00;33;21.18
2014-04-10 20:10:00;0;19.59
2014-04-10 21:10:00;0;18.47
2014-04-10 22:10:00;0;16.73
2014-04-10 23:10:00;0;14.55
2014-04-11 00:10:00;0;14.96
2014-04-11 01:10:00;0;15.52
2014-04-11 02:10:00;0;15.06
2014-04-11 03:10:00;0;13.24
2014-04-11 04:10:00;0;11.25
2014-04-11 05:10:00;0;10.45
2014-04-11 06:10:00;0;9.77
2014-04-11 07:10:00;33.04;9.25
2014-04-11 08:10:00;218;10.97
2014-04-11 09:10:00;424;15.24
2014-04-11 10:10:00;594;17.67
2014-04-11 11:10:00;759.01;19.6
2014-04-11 12:10:00;865.01;21.22
2014-04-11 13:10:00;903.01;22.43
2014-04-11 14:10:00;869.01;22.98
2014-04-11 15:10:00;783.01;23.33
2014-04-11 16:10:00;648.01;23.29
2014-04-11 17:10:00;463;23.15
2014-04-11 18:10:00;260;21.85
2014-04-11 19:10:00;72;20.05
2014-04-11 20:10:00;0;18.13
2014-04-11 21:10:00;0;16.07
2014-04-11 22:10:00;0;14.5
2014-04-11 23:10:00;0;13.55
2014-04-12 00:10:00;0;12.86
2014-04-12 01:10:00;0;12.68
2014-04-12 02:10:00;0;12.36
2014-04-12 03:10:00;0;11.81
2014-04-12 04:10:00;0;11.43
2014-04-12 05:10:00;0;10.95
2014-04-12 06:10:00;0;10.49
2014-04-12 07:10:00;36.52;10.24
2014-04-12 08:10:00;226;11.5
2014-04-12 09:10:00;419;13.35
2014-04-12 10:10:00;602;15.42
2014-04-12 11:10:00;755.01;17.34
2014-04-12 12:10:00;846.01;18.71
2014-04-12 13:10:00;902.01;19.71
2014-04-12 14:10:00;872.01;20.57
2014-04-12 15:10:00;782.01;20.69
2014-04-12 16:10:00;361;20.83
2014-04-12 17:10:00;134;19.55
2014-04-12 18:10:00;98;18.67
2014-04-12 19:10:00;74;17.9
2014-04-12 20:10:00;0;16.7
2014-04-12 21:10:00;0;15.35
2014-04-12 22:10:00;0;14.22
2014-04-12 23:10:00;0;13.47
2014-04-13 00:10:00;0;12.58
2014-04-13 01:10:00;0;11.75
2014-04-13 02:10:00;0;11.12
2014-04-13 03:10:00;0;10.52
2014-04-13 04:10:00;0;9.99
2014-04-13 05:10:00;0;9.47
2014-04-13 06:10:00;0;8.89
2014-04-13 07:10:00;39.91;8.49
2014-04-13 08:10:00;238;10.2
2014-04-13 09:10:00;438;13.65
2014-04-13 10:10:00;620;15.74
2014-04-13 11:10:00;772.01;17.56
2014-04-13 12:10:00;864.01;19.12
2014-04-13 13:10:00;896.01;20.36
2014-04-13 14:10:00;875.01;21.4
2014-04-13 15:10:00;789.01;22.11
2014-04-13 16:10:00;654;22.47
2014-04-13 17:10:00;475;22.51
2014-04-13 18:10:00;270;22.2
2014-04-13 19:10:00;77;21.45
2014-04-13 20:10:00;0;19.05
2014-04-13 21:10:00;0;19.73
2014-04-13 22:10:00;0;18.98
2014-04-13 23:10:00;0;16.98
2014-04-14 00:10:00;0;14.61
2014-04-14 01:10:00;0;12.75
2014-04-14 02:10:00;0;11.27
2014-04-14 03:10:00;0;10.44
2014-04-14 04:10:00;0;10.23
2014-04-14 05:10:00;0;10.32
2014-04-14 06:10:00;0;10.11
2014-04-14 07:10:00;45.65;9.68
2014-04-14 08:10:00;238;11.05
2014-04-14 09:10:00;436;15.05
2014-04-14 10:10:00;614;17.57
2014-04-14 11:10:00;759.01;19.63
2014-04-14 12:10:00;816.01;21.18
2014-04-14 13:10:00;806.01;22.3
2014-04-14 14:10:00;779.01;23.16
2014-04-14 15:10:00;638;23.76
2014-04-14 16:10:00;434;24.05
2014-04-14 17:10:00;403;23.97
2014-04-14 18:10:00;245;23.63
2014-04-14 19:10:00;71;22.5
2014-04-14 20:10:00;0;20.3
2014-04-14 21:10:00;0;18.19
2014-04-14 22:10:00;0;16.08
2014-04-14 23:10:00;0;16.83
2014-04-15 00:10:00;0;16.74
2014-04-15 01:10:00;0;16.21
2014-04-15 02:10:00;0;15.13
2014-04-15 03:10:00;0;14
2014-04-15 04:10:00;0;13.19
2014-04-15 05:10:00;0;11.61
2014-04-15 06:10:00;0;10.47
2014-04-15 07:10:00;47.55;9.99
2014-04-15 08:10:00;254;12.37
2014-04-15 09:10:00;419;16.16
2014-04-15 10:10:00;626;17.97
2014-04-15 11:10:00;780.01;19.66
2014-04-15 12:10:00;876.01;21.13
2014-04-15 13:10:00;918.01;22.19
2014-04-15 14:10:00;887.01;23
2014-04-15 15:10:00;796.01;23.27
2014-04-15 16:10:00;614;23.42
2014-04-15 17:10:00;251;22.89
2014-04-15 18:10:00;164;21.76
2014-04-15 19:10:00;7;20.63
2014-04-15 20:10:00;0;18.8
2014-04-15 21:10:00;0;17.07
2014-04-15 22:10:00;0;15.66
2014-04-15 23:10:00;0;14.23
2014-04-16 00:10:00;0;12.93
2014-04-16 01:10:00;0;12.05
2014-04-16 02:10:00;0;11.48
2014-04-16 03:10:00;0;10.98
2014-04-16 04:10:00;0;10.55
2014-04-16 05:10:00;0;10.19
2014-04-16 06:10:00;0;9.68
2014-04-16 07:10:00;50.99;9.38
2014-04-16 08:10:00;250;12.17
2014-04-16 09:10:00;458;15.77
2014-04-16 10:10:00;641;18.17
2014-04-16 11:10:00;793.01;20.23
2014-04-16 12:10:00;889.01;21.88
2014-04-16 13:10:00;926.01;22.94
2014-04-16 14:10:00;861.01;23.66
2014-04-16 15:10:00;803.01;24.09
2014-04-16 16:10:00;656;24.38
2014-04-16 17:10:00;481;24.25
2014-04-16 18:10:00;278;23.83
2014-04-16 19:10:00;16;22.95
2014-04-16 20:10:00;0;20.79
2014-04-16 21:10:00;0;18.81
2014-04-16 22:10:00;0;17.28
2014-04-16 23:10:00;0;15.81
2014-04-17 00:10:00;0;14.62
2014-04-17 01:10:00;0;13.84
2014-04-17 02:10:00;0;13.47
2014-04-17 03:10:00;0;12.51
2014-04-17 04:10:00;0;11.26
2014-04-17 05:10:00;0;10.81
2014-04-17 06:10:00;0;10.3
2014-04-17 07:10:00;59;10.03
2014-04-17 08:10:00;255;12.44
2014-04-17 09:10:00;460;17.4
2014-04-17 10:10:00;641;19.94
2014-04-17 11:10:00;792.01;22.08
2014-04-17 12:10:00;884.01;23.32
2014-04-17 13:10:00;930.01;24.3
2014-04-17 14:10:00;888.01;24.9
2014-04-17 15:10:00;754.01;25.5
2014-04-17 16:10:00;562;25.61
2014-04-17 17:10:00;176;25.41
2014-04-17 18:10:00;123;24.94
2014-04-17 19:10:00;8;23.88
2014-04-17 20:10:00;0;21.84
2014-04-17 21:10:00;0;19.67
2014-04-17 22:10:00;0;18.23
2014-04-17 23:10:00;0;16.62
2014-04-18 00:10:00;0;15.53
2014-04-18 01:10:00;0;14.74
2014-04-18 02:10:00;0;14.3
2014-04-18 03:10:00;0;13.35
2014-04-18 04:10:00;0;12.26
2014-04-18 05:10:00;0;10.94
2014-04-18 06:10:00;0;9.99
2014-04-18 07:10:00;65;9.42
2014-04-18 08:10:00;259;12.36
2014-04-18 09:10:00;464;16.51
2014-04-18 10:10:00;646;19.42
2014-04-18 11:10:00;792.01;21.66
2014-04-18 12:10:00;887.01;23.29
2014-04-18 13:10:00;928.01;24.59
2014-04-18 14:10:00;896.01;25.55
2014-04-18 15:10:00;813.01;26.19
2014-04-18 16:10:00;622;26.39
2014-04-18 17:10:00;482;26.24
2014-04-18 18:10:00;288;25.7
2014-04-18 19:10:00;90;24.68
2014-04-18 20:10:00;0;22.6
2014-04-18 21:10:00;0;20.18
2014-04-18 22:10:00;0;18.01
2014-04-18 23:10:00;0;16.42
2014-04-19 00:10:00;0;15.26
2014-04-19 01:10:00;0;14.28
2014-04-19 02:10:00;0;14.09
2014-04-19 03:10:00;0;13.75
2014-04-19 04:10:00;0;13.69
2014-04-19 05:10:00;0;13.1
2014-04-19 06:10:00;0;12.74
2014-04-19 07:10:00;66;12.42
2014-04-19 08:10:00;250;14.17
2014-04-19 09:10:00;459;17.01
2014-04-19 10:10:00;573;19.19
2014-04-19 11:10:00;783.01;20.94
2014-04-19 12:10:00;833.01;22.29
2014-04-19 13:10:00;891.01;22.61
2014-04-19 14:10:00;812.01;22.96
2014-04-19 15:10:00;698;22.58
2014-04-19 16:10:00;541;21.95
2014-04-19 17:10:00;437;20.73
2014-04-19 18:10:00;93;19.36
2014-04-19 19:10:00;15;17.94
2014-04-19 20:10:00;0;16.38
2014-04-19 21:10:00;0;14.99
2014-04-19 22:10:00;0;13.82
2014-04-19 23:10:00;0;12.96
2014-04-20 00:10:00;0;12.14
2014-04-20 01:10:00;0;11.6
2014-04-20 02:10:00;0;11.15
2014-04-20 03:10:00;0;10.97
2014-04-20 04:10:00;0;10.76
2014-04-20 05:10:00;0;10.49
2014-04-20 06:10:00;0;10.23
2014-04-20 07:10:00;49;9.85
2014-04-20 08:10:00;202;10.06
2014-04-20 09:10:00;468;10.62
2014-04-20 10:10:00;651;11.5
2014-04-20 11:10:00;687;12.75
2014-04-20 12:10:00;865.01;13.97
2014-04-20 13:10:00;929.01;14.99
2014-04-20 14:10:00;897.01;15.62
2014-04-20 15:10:00;836.01;16.21
2014-04-20 16:10:00;642;15.4
2014-04-20 17:10:00;498;15.35
2014-04-20 18:10:00;275;15.06
2014-04-20 19:10:00;94;14.31
2014-04-20 20:10:00;0;13.89
2014-04-20 21:10:00;0;12.34
2014-04-20 22:10:00;0;11.27
2014-04-20 23:10:00;0;10.43
2014-04-21 00:10:00;0;9.74
2014-04-21 01:10:00;0;9.31
2014-04-21 02:10:00;0;9.35
2014-04-21 03:10:00;0;9.21
2014-04-21 04:10:00;0;9.13
2014-04-21 05:10:00;0;8.89
2014-04-21 06:10:00;0;8.99
2014-04-21 07:10:00;39;9.15
2014-04-21 08:10:00;69;9.4
2014-04-21 09:10:00;147;10.15
2014-04-21 10:10:00;312;11.18
2014-04-21 11:10:00;224;12.17
2014-04-21 12:10:00;421;12.67
2014-04-21 13:10:00;537;12.58
2014-04-21 14:10:00;81;13.64
2014-04-21 15:10:00;667;13.28
2014-04-21 16:10:00;296;13.65
2014-04-21 17:10:00;160;11.86
2014-04-21 18:10:00;117;11.71
2014-04-21 19:10:00;51;11.67
2014-04-21 20:10:00;0;11.31
2014-04-21 21:10:00;0;10.28
2014-04-21 22:10:00;0;9.81
2014-04-21 23:10:00;0;9.57
2014-04-22 00:10:00;0;9.09
2014-04-22 01:10:00;0;8.74
2014-04-22 02:10:00;0;8.08
2014-04-22 03:10:00;0;7.28
2014-04-22 04:10:00;0;6.5
2014-04-22 05:10:00;0;5.68
2014-04-22 06:10:00;0;4.85
2014-04-22 07:10:00;87;4.53
2014-04-22 08:10:00;262;8.09
2014-04-22 09:10:00;487;10.81
2014-04-22 10:10:00;662;12.09
2014-04-22 11:10:00;456;13.97
2014-04-22 12:10:00;639;15.15
2014-04-22 13:10:00;714;15.99
2014-04-22 14:10:00;756;16.52
2014-04-22 15:10:00;723;16.75
2014-04-22 16:10:00;677;16.79
2014-04-22 17:10:00;498;16.39
2014-04-22 18:10:00;302;15.83
2014-04-22 19:10:00;104;14.94
2014-04-22 20:10:00;0;13.11
2014-04-22 21:10:00;0;11.86
2014-04-22 22:10:00;0;11.04
2014-04-22 23:10:00;0;10.37
2014-04-23 00:10:00;0;9.7
2014-04-23 01:10:00;0;9.03
2014-04-23 02:10:00;0;8.34
2014-04-23 03:10:00;0;7.63
2014-04-23 04:10:00;0;7.28
2014-04-23 05:10:00;0;7.1
2014-04-23 06:10:00;0;6.71
2014-04-23 07:10:00;79;6.52
2014-04-23 08:10:00;253;9.27
2014-04-23 09:10:00;465;11.57
2014-04-23 10:10:00;666;13.33
2014-04-23 11:10:00;671;14.75
2014-04-23 12:10:00;802;15.51
2014-04-23 13:10:00;721;16.19
2014-04-23 14:10:00;558;16.59
2014-04-23 15:10:00;765;16.75
2014-04-23 16:10:00;569;16.63
2014-04-23 17:10:00;390;16.48
2014-04-23 18:10:00;296;16.21
2014-04-23 19:10:00;107;15.46
2014-04-23 20:10:00;0;14.62
2014-04-23 21:10:00;0;13.27
2014-04-23 22:10:00;0;12.27
